user_id,timestamp,city,country,lat,lon,ip,os,browser,failed_attempts,files_downloaded,mb_downloaded,api_calls,sensitive_access,session_minutes,scenario
EMP001,2026-08-17T11:49:00,Chennai,India,13.08,80.27,122.252.191.215,Android,Chrome Mobile,0,10,16.8,286,2,348,
EMP005,2026-08-17T11:51:00,Mumbai,India,19.08,72.88,117.20.62.219,Windows 11,Chrome,0,10,22.4,14,1,319,
EMP006,2026-08-17T11:59:00,Hyderabad,India,17.39,78.49,49.43.200.169,macOS,Chrome,0,42,571.6,407,1,274,
EMP001,2026-08-17T12:08:00,Chennai,India,13.08,80.27,157.44.211.60,Windows 11,Chrome,0,10,13.5,176,0,366,
EMP009,2026-08-17T12:10:00,Mumbai,India,19.08,72.88,117.255.118.147,macOS,Safari,0,18,126.6,15,1,373,
EMP002,2026-08-17T14:00:00,Chennai,India,13.08,80.27,117.23.215.171,Windows 11,Edge,0,10,8.3,51,3,213,
EMP008,2026-08-17T15:20:00,Pune,India,18.52,73.86,117.190.228.253,Windows 11,Chrome,0,25,20.2,32,18,299,
EMP010,2026-08-17T15:35:00,Chennai,India,13.08,80.27,106.226.105.73,macOS,Chrome,0,17,30.7,93,1,310,
EMP005,2026-08-17T16:32:00,Mumbai,India,19.08,72.88,157.167.66.236,Windows 11,Chrome,0,9,28.6,21,0,369,
EMP006,2026-08-17T16:43:00,Hyderabad,India,17.39,78.49,122.92.82.54,iOS,Safari,0,16,208.1,401,2,203,
EMP014,2026-08-17T17:02:00,Bengaluru,India,12.97,77.59,117.140.14.106,Ubuntu,Firefox,0,19,59.1,484,2,257,
EMP004,2026-08-17T19:02:00,Bengaluru,India,12.97,77.59,49.126.224.133,Ubuntu,Firefox,1,15,36.7,703,2,406,
EMP011,2026-08-17T19:58:00,Chennai,India,13.08,80.27,157.175.130.169,macOS,Safari,0,15,19.7,14,9,287,
EMP013,2026-08-18T00:26:00,Kolkata,India,22.57,88.36,117.130.8.95,Windows 11,Chrome,1,9,12.2,127,0,333,
EMP015,2026-08-18T09:09:00,Vellore,India,12.92,79.13,117.163.9.16,Windows 11,Chrome,0,11,14.1,42,0,261,
EMP008,2026-08-18T09:59:00,Pune,India,18.52,73.86,122.17.186.112,Windows 11,Chrome,0,14,13.2,30,5,33,
EMP011,2026-08-18T10:34:00,Chennai,India,13.08,80.27,122.89.118.70,macOS,Safari,2,22,25.7,5,15,340,
EMP005,2026-08-18T11:08:00,Mumbai,India,19.08,72.88,117.46.108.28,Windows 11,Chrome,0,7,17.9,11,1,209,
EMP001,2026-08-18T11:32:00,Chennai,India,13.08,80.27,106.208.154.193,Windows 11,Chrome,0,16,23.4,224,1,340,
EMP006,2026-08-18T12:50:00,Hyderabad,India,17.39,78.49,117.28.180.183,macOS,Chrome,0,43,533.6,335,5,294,
EMP006,2026-08-18T13:15:00,Hyderabad,India,17.39,78.49,117.150.55.130,macOS,Chrome,0,45,690.6,260,4,293,
EMP005,2026-08-18T13:35:00,Mumbai,India,19.08,72.88,157.132.40.211,Windows 11,Chrome,0,8,27.8,18,1,99,
EMP007,2026-08-18T14:48:00,Delhi,India,28.61,77.21,106.127.52.175,Windows 11,Edge,0,10,7.9,10,4,336,
EMP004,2026-08-18T15:26:00,Bengaluru,India,12.97,77.59,117.90.170.175,Ubuntu,Firefox,0,27,108.0,1035,1,158,
EMP004,2026-08-18T16:07:00,Bengaluru,India,12.97,77.59,49.167.9.29,Ubuntu,Firefox,0,25,133.2,521,1,382,
EMP010,2026-08-18T17:02:00,Chennai,India,13.08,80.27,106.220.38.106,macOS,Chrome,0,10,13.4,239,0,278,
EMP012,2026-08-18T17:07:00,Hyderabad,India,17.39,78.49,122.160.112.240,Windows 11,Edge,0,10,40.0,307,2,338,
EMP009,2026-08-18T17:08:00,Mumbai,India,19.08,72.88,117.244.203.96,macOS,Safari,0,3,10.9,18,0,270,
EMP003,2026-08-18T17:28:00,Bengaluru,India,12.97,77.59,122.227.198.30,macOS,Safari,0,11,4.2,22,2,219,
EMP002,2026-08-18T17:43:00,Chennai,India,13.08,80.27,157.46.225.5,Windows 11,Edge,0,25,28.3,48,4,162,
EMP014,2026-08-18T22:33:00,Chennai,India,13.08,80.27,157.101.43.220,Ubuntu,Firefox,0,17,56.8,809,1,300,
EMP012,2026-08-19T11:36:00,Hyderabad,India,17.39,78.49,49.162.237.18,Windows 11,Edge,0,21,38.1,537,3,194,
EMP005,2026-08-19T12:26:00,Mumbai,India,19.08,72.88,106.137.176.39,Windows 11,Chrome,0,9,23.2,16,2,172,
EMP014,2026-08-19T12:33:00,Bengaluru,India,12.97,77.59,49.5.39.250,Ubuntu,Firefox,0,23,59.3,639,2,143,
EMP015,2026-08-19T12:55:00,Vellore,India,12.92,79.13,117.128.193.140,Windows 11,Chrome,0,10,8.7,37,2,494,
EMP002,2026-08-19T14:54:00,Chennai,India,13.08,80.27,49.36.156.31,iOS,Safari,0,22,19.4,29,5,94,
EMP011,2026-08-19T14:58:00,Chennai,India,13.08,80.27,106.254.64.13,macOS,Safari,0,18,27.4,12,11,343,
EMP008,2026-08-19T15:17:00,Pune,India,18.52,73.86,157.41.53.198,Windows 11,Chrome,0,26,22.0,27,15,182,
EMP010,2026-08-19T15:20:00,Chennai,India,13.08,80.27,157.34.157.96,macOS,Chrome,0,12,16.9,273,0,461,
EMP007,2026-08-19T16:29:00,Bengaluru,India,12.97,77.59,117.38.59.44,Windows 11,Edge,0,10,16.3,10,4,279,
EMP009,2026-08-19T16:33:00,Mumbai,India,19.08,72.88,49.228.254.92,macOS,Safari,0,24,151.0,14,0,195,
EMP003,2026-08-19T17:00:00,Bengaluru,India,12.97,77.59,49.12.199.250,macOS,Safari,0,18,11.0,32,8,480,
EMP004,2026-08-19T17:05:00,Bengaluru,India,12.97,77.59,106.158.21.218,Ubuntu,Firefox,0,30,132.4,1117,2,215,
EMP006,2026-08-19T17:59:00,Hyderabad,India,17.39,78.49,157.158.252.170,macOS,Chrome,0,30,493.2,182,1,277,
EMP009,2026-08-19T18:01:00,Mumbai,India,19.08,72.88,122.9.44.249,macOS,Safari,0,8,60.8,18,0,340,
EMP001,2026-08-19T18:06:00,Chennai,India,13.08,80.27,122.252.53.19,Windows 11,Chrome,0,14,16.6,211,0,200,
EMP003,2026-08-19T18:53:00,Bengaluru,India,12.97,77.59,49.245.46.203,macOS,Safari,0,18,14.4,24,8,334,
EMP013,2026-08-19T23:16:00,Kolkata,India,22.57,88.36,49.116.120.13,Windows 11,Chrome,0,16,11.1,122,0,483,
EMP008,2026-08-20T09:03:00,Pune,India,18.52,73.86,117.99.177.11,Android,Chrome Mobile,0,32,22.7,39,17,316,
EMP011,2026-08-20T09:32:00,Chennai,India,13.08,80.27,106.17.68.189,macOS,Safari,1,10,14.0,14,7,149,
EMP001,2026-08-20T09:37:00,Chennai,India,13.08,80.27,49.147.58.66,Windows 11,Chrome,0,12,24.7,226,1,60,
EMP002,2026-08-20T12:24:00,Chennai,India,13.08,80.27,122.215.240.5,Windows 11,Edge,0,22,17.5,40,9,411,
EMP009,2026-08-20T12:59:00,Mumbai,India,19.08,72.88,117.59.37.23,macOS,Safari,1,33,152.8,18,0,230,
EMP004,2026-08-20T13:12:00,Bengaluru,India,12.97,77.59,122.23.110.232,Ubuntu,Firefox,1,18,93.0,650,2,111,
EMP006,2026-08-20T14:06:00,Hyderabad,India,17.39,78.49,117.141.103.27,iOS,Safari,0,53,824.0,355,4,212,
EMP012,2026-08-20T15:39:00,Hyderabad,India,17.39,78.49,117.221.110.9,Android,Chrome Mobile,0,13,24.8,393,4,60,
EMP015,2026-08-20T15:45:00,Vellore,India,12.92,79.13,157.5.45.206,Windows 11,Chrome,0,19,22.8,36,2,178,
EMP012,2026-08-20T16:01:00,Hyderabad,India,17.39,78.49,122.88.199.177,Windows 11,Edge,0,15,35.0,504,3,231,
EMP010,2026-08-20T16:36:00,Chennai,India,13.08,80.27,106.16.42.252,macOS,Chrome,0,14,35.3,268,0,219,
EMP009,2026-08-20T16:49:00,Mumbai,India,19.08,72.88,157.74.252.71,iOS,Safari,1,15,125.3,35,0,221,
EMP003,2026-08-20T17:03:00,Bengaluru,India,12.97,77.59,49.176.63.174,macOS,Safari,0,13,5.9,25,3,302,
EMP005,2026-08-20T17:24:00,Mumbai,India,19.08,72.88,122.34.138.123,Windows 11,Chrome,0,12,22.2,18,0,297,
EMP015,2026-08-20T17:28:00,Vellore,India,12.92,79.13,157.10.142.18,Windows 11,Chrome,0,6,6.5,22,1,219,
EMP008,2026-08-20T17:30:00,Pune,India,18.52,73.86,106.148.246.138,Windows 11,Chrome,0,17,14.4,32,6,316,
EMP007,2026-08-20T17:32:00,Delhi,India,28.61,77.21,157.38.252.20,iOS,Safari,0,12,18.5,16,5,180,
EMP014,2026-08-20T22:07:00,Bengaluru,India,12.97,77.59,122.200.6.108,Ubuntu,Firefox,0,14,34.6,552,0,245,
EMP013,2026-08-20T22:33:00,Kolkata,India,22.57,88.36,157.56.213.119,Windows 11,Chrome,0,5,6.5,123,0,288,
EMP013,2026-08-21T00:43:00,Kolkata,India,22.57,88.36,122.153.193.15,Windows 11,Chrome,0,13,13.8,108,2,83,
EMP015,2026-08-21T10:38:00,Vellore,India,12.92,79.13,117.88.244.93,Windows 11,Chrome,0,18,11.3,37,2,112,
EMP009,2026-08-21T11:24:00,Mumbai,India,19.08,72.88,157.66.213.237,macOS,Safari,0,25,124.4,20,0,275,
EMP014,2026-08-21T13:08:00,Bengaluru,India,12.97,77.59,49.10.46.26,Ubuntu,Firefox,0,7,21.9,591,1,278,
EMP004,2026-08-21T13:16:00,Bengaluru,India,12.97,77.59,117.26.198.131,Ubuntu,Firefox,0,34,139.3,575,3,20,
EMP007,2026-08-21T13:29:00,Delhi,India,28.61,77.21,157.212.224.90,Windows 11,Edge,0,8,8.6,8,4,45,
EMP002,2026-08-21T13:31:00,Chennai,India,13.08,80.27,49.36.130.64,Windows 11,Edge,0,19,22.5,27,6,380,
EMP005,2026-08-21T13:42:00,Mumbai,India,19.08,72.88,117.32.54.123,Windows 11,Chrome,0,5,14.4,9,0,335,
EMP010,2026-08-21T13:47:00,Chennai,India,13.08,80.27,117.74.68.208,Android,Chrome Mobile,0,3,7.0,326,0,296,
EMP012,2026-08-21T14:09:00,Hyderabad,India,17.39,78.49,49.153.165.135,Windows 11,Edge,1,4,11.3,350,2,350,
EMP008,2026-08-21T15:09:00,Pune,India,18.52,73.86,49.146.78.249,Android,Chrome Mobile,0,18,8.9,30,6,277,
EMP008,2026-08-21T15:57:00,Pune,India,18.52,73.86,106.150.135.64,Windows 11,Chrome,0,9,5.1,42,4,312,
EMP001,2026-08-21T16:04:00,Chennai,India,13.08,80.27,122.37.87.127,Windows 11,Chrome,0,19,25.1,237,1,195,
EMP006,2026-08-21T16:20:00,Hyderabad,India,17.39,78.49,49.172.106.152,macOS,Chrome,0,52,668.1,405,8,193,
EMP011,2026-08-21T17:08:00,Chennai,India,13.08,80.27,49.175.106.207,macOS,Safari,0,16,27.9,11,9,108,
EMP002,2026-08-21T17:10:00,Chennai,India,13.08,80.27,157.79.132.234,Windows 11,Edge,0,23,22.6,46,7,240,
EMP003,2026-08-21T17:25:00,Delhi,India,28.61,77.21,106.16.152.205,macOS,Safari,0,19,12.1,24,4,301,
EMP007,2026-08-21T17:34:00,Delhi,India,28.61,77.21,117.181.110.126,Windows 11,Edge,0,14,15.3,7,7,237,
EMP010,2026-08-21T17:49:00,Chennai,India,13.08,80.27,157.64.43.133,macOS,Chrome,1,7,10.5,232,0,241,
EMP015,2026-08-21T17:56:00,Vellore,India,12.92,79.13,122.173.18.141,Windows 11,Chrome,0,19,24.6,18,1,164,
EMP013,2026-08-22T01:21:00,Chennai,India,13.08,80.27,117.235.32.185,Windows 11,Chrome,0,11,13.2,133,1,152,
EMP004,2026-08-22T13:54:00,Bengaluru,India,12.97,77.59,117.52.100.173,Ubuntu,Firefox,0,45,195.4,921,5,302,
EMP004,2026-08-22T20:56:00,Bengaluru,India,12.97,77.59,117.32.30.170,Ubuntu,Firefox,0,36,134.9,539,5,199,
EMP009,2026-08-23T14:24:00,Mumbai,India,19.08,72.88,106.228.232.185,macOS,Safari,0,23,114.9,23,0,418,
EMP009,2026-08-23T17:23:00,Mumbai,India,19.08,72.88,49.144.71.235,iOS,Safari,0,27,135.2,24,1,189,
EMP004,2026-08-23T19:09:00,Bengaluru,India,12.97,77.59,117.146.201.101,Ubuntu,Firefox,0,44,206.6,1017,6,138,
EMP014,2026-08-23T23:19:00,Bengaluru,India,12.97,77.59,117.191.72.236,Ubuntu,Firefox,0,17,25.6,543,0,1,
EMP014,2026-08-24T02:25:00,Bengaluru,India,12.97,77.59,122.240.18.94,Android,Chrome Mobile,0,17,58.9,704,0,264,
EMP013,2026-08-24T04:48:00,Kolkata,India,22.57,88.36,157.44.9.87,Windows 11,Chrome,0,10,13.7,95,1,222,
EMP011,2026-08-24T08:59:00,Chennai,India,13.08,80.27,49.132.162.89,iOS,Safari,0,6,8.7,11,4,335,
EMP007,2026-08-24T10:52:00,Delhi,India,28.61,77.21,157.28.38.86,Windows 11,Edge,0,8,6.2,8,6,86,
EMP001,2026-08-24T11:00:00,Chennai,India,13.08,80.27,122.171.107.97,Windows 11,Chrome,0,14,15.9,188,1,194,
EMP015,2026-08-24T11:04:00,Vellore,India,12.92,79.13,117.82.204.88,Windows 11,Chrome,0,13,16.2,41,1,224,
EMP002,2026-08-24T11:15:00,Chennai,India,13.08,80.27,122.228.125.93,Windows 11,Edge,0,14,15.0,33,3,40,
EMP009,2026-08-24T11:20:00,Mumbai,India,19.08,72.88,122.39.228.130,macOS,Safari,0,39,220.6,20,0,189,
EMP005,2026-08-24T11:25:00,Mumbai,India,19.08,72.88,157.176.176.87,Windows 11,Chrome,0,11,18.4,10,0,388,
EMP009,2026-08-24T12:19:00,Mumbai,India,19.08,72.88,122.34.156.140,macOS,Safari,0,27,127.0,25,0,295,
EMP006,2026-08-24T13:05:00,Hyderabad,India,17.39,78.49,49.164.105.138,macOS,Chrome,0,46,456.6,442,5,264,
EMP001,2026-08-24T15:00:00,Chennai,India,13.08,80.27,117.250.234.110,Windows 11,Chrome,1,20,44.0,182,0,297,
EMP003,2026-08-24T15:09:00,Bengaluru,India,12.97,77.59,106.24.26.84,macOS,Safari,0,17,6.6,36,7,229,
EMP008,2026-08-24T15:14:00,Pune,India,18.52,73.86,49.16.130.53,Windows 11,Chrome,0,29,19.8,14,8,259,
EMP012,2026-08-24T16:12:00,Hyderabad,India,17.39,78.49,157.12.188.177,Windows 11,Edge,2,18,38.2,436,4,278,
EMP015,2026-08-24T16:32:00,Vellore,India,12.92,79.13,49.116.12.192,Windows 11,Chrome,0,11,12.7,29,1,143,
EMP004,2026-08-24T16:47:00,Bengaluru,India,12.97,77.59,117.171.33.71,Ubuntu,Firefox,0,35,92.5,1182,2,378,
EMP010,2026-08-24T17:09:00,Chennai,India,13.08,80.27,122.27.244.135,macOS,Chrome,0,11,20.9,297,0,170,
EMP012,2026-08-24T17:29:00,Hyderabad,India,17.39,78.49,106.110.216.134,Android,Chrome Mobile,1,26,108.2,532,3,172,
EMP010,2026-08-24T19:56:00,Chennai,India,13.08,80.27,106.187.39.43,Android,Chrome Mobile,1,15,19.1,356,0,329,
EMP013,2026-08-24T23:18:00,Kolkata,India,22.57,88.36,49.102.204.91,Android,Chrome Mobile,0,11,12.2,91,0,50,
EMP013,2026-08-25T00:26:00,Kolkata,India,22.57,88.36,122.20.156.175,Windows 11,Chrome,0,14,10.3,134,0,62,
EMP014,2026-08-25T01:07:00,Bengaluru,India,12.97,77.59,117.190.9.145,Ubuntu,Firefox,0,15,49.8,428,0,31,
EMP011,2026-08-25T08:06:00,Chennai,India,13.08,80.27,122.27.71.164,macOS,Safari,0,16,20.1,15,9,205,
EMP002,2026-08-25T10:06:00,Chennai,India,13.08,80.27,117.86.238.129,Windows 11,Edge,0,22,18.9,49,6,124,
EMP007,2026-08-25T10:38:00,Delhi,India,28.61,77.21,122.101.10.18,Windows 11,Edge,0,22,33.0,8,10,288,
EMP012,2026-08-25T10:48:00,Hyderabad,India,17.39,78.49,117.125.10.132,Windows 11,Edge,1,29,74.5,504,6,305,
EMP003,2026-08-25T11:59:00,Bengaluru,India,12.97,77.59,117.7.208.172,macOS,Safari,0,11,4.7,31,5,244,
EMP015,2026-08-25T12:32:00,Vellore,India,12.92,79.13,157.194.91.237,Android,Chrome Mobile,0,7,5.3,42,1,147,
EMP006,2026-08-25T12:53:00,Hyderabad,India,17.39,78.49,157.219.30.210,macOS,Chrome,0,37,456.1,342,2,255,
EMP005,2026-08-25T13:17:00,Mumbai,India,19.08,72.88,122.15.5.46,Windows 11,Chrome,0,10,28.3,20,0,271,
EMP009,2026-08-25T14:17:00,Mumbai,India,19.08,72.88,157.81.246.55,macOS,Safari,0,20,75.1,23,0,148,
EMP002,2026-08-25T14:33:00,Chennai,India,13.08,80.27,117.187.84.146,Windows 11,Edge,0,0,0.0,46,0,341,
EMP004,2026-08-25T15:02:00,Bengaluru,India,12.97,77.59,49.222.148.60,Ubuntu,Firefox,0,27,94.7,741,2,170,
EMP010,2026-08-25T16:06:00,Chennai,India,13.08,80.27,122.206.132.103,macOS,Chrome,0,11,30.2,236,0,363,
EMP006,2026-08-25T16:41:00,Hyderabad,India,17.39,78.49,122.177.161.237,macOS,Chrome,1,41,473.7,463,1,254,
EMP008,2026-08-25T17:02:00,Pune,India,18.52,73.86,157.52.124.196,Windows 11,Chrome,0,13,7.8,33,7,401,
EMP001,2026-08-25T17:32:00,Chennai,India,13.08,80.27,117.1.186.191,Windows 11,Chrome,0,14,23.2,202,0,234,
EMP014,2026-08-26T02:50:00,Bengaluru,India,12.97,77.59,106.230.115.36,Ubuntu,Firefox,0,16,36.8,582,2,245,
EMP013,2026-08-26T03:25:00,Kolkata,India,22.57,88.36,49.195.184.103,Windows 11,Chrome,0,6,4.4,125,0,302,
EMP001,2026-08-26T09:23:00,Chennai,India,13.08,80.27,122.191.179.64,Windows 11,Chrome,0,14,25.8,218,1,210,
EMP008,2026-08-26T10:25:00,Pune,India,18.52,73.86,49.81.171.171,Windows 11,Chrome,0,14,11.0,47,6,272,
EMP011,2026-08-26T11:53:00,Chennai,India,13.08,80.27,122.113.115.173,macOS,Safari,0,16,23.4,10,12,222,
EMP002,2026-08-26T12:36:00,Chennai,India,13.08,80.27,49.108.136.84,Windows 11,Edge,1,26,31.1,48,12,151,
EMP003,2026-08-26T12:36:00,Bengaluru,India,12.97,77.59,122.205.5.141,macOS,Safari,0,9,5.1,30,7,342,
EMP005,2026-08-26T12:52:00,Mumbai,India,19.08,72.88,122.111.173.24,Windows 11,Chrome,0,3,4.5,15,0,228,
EMP002,2026-08-26T13:08:00,Chennai,India,13.08,80.27,106.52.134.181,Windows 11,Edge,1,24,26.3,50,7,230,
EMP008,2026-08-26T13:16:00,Pune,India,18.52,73.86,157.163.87.191,Windows 11,Chrome,0,23,14.5,38,9,394,
EMP001,2026-08-26T14:34:00,Chennai,India,13.08,80.27,49.98.226.180,Windows 11,Chrome,0,4,6.4,150,0,139,
EMP007,2026-08-26T15:01:00,Delhi,India,28.61,77.21,49.40.104.100,Windows 11,Edge,0,13,15.7,10,7,308,
EMP012,2026-08-26T16:06:00,Hyderabad,India,17.39,78.49,157.168.187.245,Windows 11,Edge,0,12,37.5,363,1,239,
EMP010,2026-08-26T16:09:00,Chennai,India,13.08,80.27,157.45.174.32,Android,Chrome Mobile,0,10,26.4,260,0,386,
EMP009,2026-08-26T16:27:00,Mumbai,India,19.08,72.88,122.142.23.235,macOS,Safari,0,20,143.1,17,0,380,
EMP015,2026-08-26T16:33:00,Vellore,India,12.92,79.13,157.30.32.251,Windows 11,Chrome,0,13,9.8,42,1,140,
EMP009,2026-08-26T17:33:00,Mumbai,India,19.08,72.88,49.168.173.62,macOS,Safari,0,37,305.2,27,0,377,
EMP006,2026-08-26T18:33:00,Hyderabad,India,17.39,78.49,106.29.19.44,iOS,Safari,0,19,203.1,521,1,236,
EMP004,2026-08-26T19:38:00,Bengaluru,India,12.97,77.59,117.176.211.103,Ubuntu,Firefox,0,35,107.9,1056,4,279,
EMP002,2026-08-27T09:10:00,Chennai,India,13.08,80.27,49.198.165.33,iOS,Safari,0,20,20.3,53,7,215,
EMP014,2026-08-27T10:06:00,Bengaluru,India,12.97,77.59,157.204.228.235,Android,Chrome Mobile,1,10,16.1,521,0,247,
EMP005,2026-08-27T10:21:00,Mumbai,India,19.08,72.88,122.197.112.36,Windows 11,Chrome,0,4,10.3,10,0,263,
EMP007,2026-08-27T10:26:00,Delhi,India,28.61,77.21,49.92.104.194,Windows 11,Edge,0,14,15.9,7,6,302,
EMP009,2026-08-27T10:26:00,Mumbai,India,19.08,72.88,117.10.70.73,macOS,Safari,0,26,212.7,17,1,175,
EMP015,2026-08-27T10:46:00,Vellore,India,12.92,79.13,106.1.223.232,Android,Chrome Mobile,0,17,19.1,31,5,224,
EMP003,2026-08-27T11:31:00,Bengaluru,India,12.97,77.59,157.65.89.105,macOS,Safari,0,14,9.4,27,5,210,
EMP004,2026-08-27T11:49:00,Bengaluru,India,12.97,77.59,106.191.190.55,Android,Chrome Mobile,1,38,173.0,1020,1,194,
EMP010,2026-08-27T11:53:00,Chennai,India,13.08,80.27,106.60.60.175,macOS,Chrome,0,17,45.1,196,1,184,
EMP006,2026-08-27T11:57:00,Bengaluru,India,12.97,77.59,49.103.106.114,macOS,Chrome,0,56,535.1,515,10,191,
EMP006,2026-08-27T12:44:00,Bengaluru,India,12.97,77.59,106.181.142.163,macOS,Chrome,2,24,173.0,323,4,283,
EMP011,2026-08-27T12:53:00,Chennai,India,13.08,80.27,49.105.191.195,macOS,Safari,0,19,30.9,11,12,218,
EMP008,2026-08-27T13:30:00,Pune,India,18.52,73.86,117.119.220.18,Windows 11,Chrome,0,23,23.5,29,8,324,
EMP012,2026-08-27T13:39:00,Hyderabad,India,17.39,78.49,106.178.115.161,Windows 11,Edge,0,21,60.9,581,3,436,
EMP004,2026-08-27T15:33:00,Bengaluru,India,12.97,77.59,122.156.243.35,Ubuntu,Firefox,1,25,67.6,897,2,343,
EMP009,2026-08-27T15:35:00,Mumbai,India,19.08,72.88,49.174.157.119,macOS,Safari,0,33,267.6,13,0,92,
EMP012,2026-08-27T16:05:00,Hyderabad,India,17.39,78.49,117.247.230.136,Windows 11,Edge,0,18,37.4,392,3,50,
EMP001,2026-08-27T18:00:00,Chennai,India,13.08,80.27,122.71.21.129,Windows 11,Chrome,0,19,23.9,301,0,232,
EMP013,2026-08-27T23:49:00,Kolkata,India,22.57,88.36,106.11.139.84,Android,Chrome Mobile,0,12,15.2,120,0,255,
EMP014,2026-08-28T03:27:00,Bengaluru,India,12.97,77.59,117.17.235.153,Ubuntu,Firefox,0,25,66.2,848,2,307,
EMP013,2026-08-28T04:57:00,Kolkata,India,22.57,88.36,49.186.235.92,Windows 11,Chrome,0,8,7.4,100,0,324,
EMP014,2026-08-28T06:37:00,Bengaluru,India,12.97,77.59,157.136.82.55,Ubuntu,Firefox,0,14,40.9,368,2,342,
EMP002,2026-08-28T10:03:00,Mumbai,India,19.08,72.88,49.230.0.211,Windows 11,Edge,0,28,24.0,61,7,156,
EMP011,2026-08-28T10:10:00,Chennai,India,13.08,80.27,117.249.24.207,macOS,Safari,0,15,19.0,15,8,267,
EMP006,2026-08-28T10:55:00,Hyderabad,India,17.39,78.49,157.180.101.211,macOS,Chrome,0,51,738.0,337,5,289,
EMP008,2026-08-28T11:45:00,Pune,India,18.52,73.86,157.104.163.130,Windows 11,Chrome,0,22,11.8,21,11,251,
EMP007,2026-08-28T13:04:00,Delhi,India,28.61,77.21,106.244.35.142,Windows 11,Edge,0,21,33.2,8,8,258,
EMP001,2026-08-28T13:08:00,Chennai,India,13.08,80.27,122.196.235.243,Windows 11,Chrome,0,13,27.3,154,0,276,
EMP015,2026-08-28T13:57:00,Vellore,India,12.92,79.13,157.176.88.184,Windows 11,Chrome,0,21,22.4,41,1,194,
EMP005,2026-08-28T14:53:00,Mumbai,India,19.08,72.88,106.183.191.207,Windows 11,Chrome,0,7,21.8,18,0,189,
EMP010,2026-08-28T15:20:00,Chennai,India,13.08,80.27,49.225.0.106,macOS,Chrome,0,7,18.9,197,1,291,
EMP003,2026-08-28T16:02:00,Bengaluru,India,12.97,77.59,117.27.177.41,macOS,Safari,0,12,5.7,24,6,333,
EMP009,2026-08-28T16:12:00,Kolkata,India,22.57,88.36,106.51.60.207,macOS,Safari,0,7,41.0,14,0,93,
EMP006,2026-08-28T16:44:00,Hyderabad,India,17.39,78.49,106.151.143.254,macOS,Chrome,0,24,259.9,254,1,147,
EMP012,2026-08-28T16:55:00,Hyderabad,India,17.39,78.49,106.165.233.205,Windows 11,Edge,0,19,35.9,450,2,412,
EMP011,2026-08-28T16:56:00,Chennai,India,13.08,80.27,122.235.7.55,macOS,Safari,0,9,11.3,11,6,226,
EMP004,2026-08-28T17:21:00,Bengaluru,India,12.97,77.59,106.207.140.204,Ubuntu,Firefox,2,32,126.1,985,2,203,
EMP003,2026-08-28T18:20:00,Bengaluru,India,12.97,77.59,106.106.122.58,macOS,Safari,0,15,8.2,22,7,259,
EMP014,2026-08-29T12:07:00,Bengaluru,India,12.97,77.59,122.113.113.113,Ubuntu,Firefox,0,21,46.5,541,2,268,
EMP014,2026-08-30T08:16:00,Bengaluru,India,12.97,77.59,157.83.40.198,Ubuntu,Firefox,0,16,54.4,636,3,183,
EMP013,2026-08-31T03:22:00,Kolkata,India,22.57,88.36,49.73.30.161,Windows 11,Chrome,0,11,8.0,102,0,470,
EMP012,2026-08-31T08:25:00,Hyderabad,India,17.39,78.49,49.39.102.60,Windows 11,Edge,0,27,94.7,544,6,257,
EMP009,2026-08-31T10:19:00,Mumbai,India,19.08,72.88,106.254.137.208,macOS,Safari,0,28,171.9,17,1,122,
EMP015,2026-08-31T10:27:00,Vellore,India,12.92,79.13,106.254.96.164,Android,Chrome Mobile,0,9,9.4,30,1,210,
EMP003,2026-08-31T11:39:00,Bengaluru,India,12.97,77.59,106.99.62.167,macOS,Safari,0,10,6.9,22,3,199,
EMP010,2026-08-31T12:09:00,Chennai,India,13.08,80.27,49.217.101.120,macOS,Chrome,0,18,45.2,173,1,197,
EMP005,2026-08-31T12:19:00,Mumbai,India,19.08,72.88,122.216.236.162,Windows 11,Chrome,0,11,32.1,13,0,119,
EMP008,2026-08-31T13:03:00,Pune,India,18.52,73.86,106.53.193.51,Windows 11,Chrome,0,22,24.0,21,11,241,
EMP003,2026-08-31T13:20:00,Bengaluru,India,12.97,77.59,106.230.217.229,macOS,Safari,0,13,8.8,24,5,315,
EMP011,2026-08-31T13:27:00,Chennai,India,13.08,80.27,157.250.137.14,macOS,Safari,0,8,9.6,10,5,271,
EMP010,2026-08-31T14:31:00,Chennai,India,13.08,80.27,157.91.76.137,macOS,Chrome,0,12,14.7,233,0,187,
EMP002,2026-08-31T15:08:00,Chennai,India,13.08,80.27,157.217.9.123,Windows 11,Edge,0,24,23.8,58,6,374,
EMP006,2026-08-31T15:55:00,Hyderabad,India,17.39,78.49,49.193.152.131,macOS,Chrome,0,46,371.3,242,7,336,
EMP007,2026-08-31T15:57:00,Mumbai,India,19.08,72.88,157.163.248.10,Windows 11,Edge,0,13,13.3,7,5,277,
EMP015,2026-08-31T16:30:00,Vellore,India,12.92,79.13,117.122.76.150,Android,Chrome Mobile,0,13,8.0,39,0,214,
EMP009,2026-08-31T17:16:00,Mumbai,India,19.08,72.88,106.165.181.81,iOS,Safari,0,22,156.1,19,0,160,
EMP001,2026-08-31T17:32:00,Chennai,India,13.08,80.27,49.199.38.12,Android,Chrome Mobile,0,14,19.4,332,0,156,
